age,default,balance,housing,loan,day,duration,campaign,pdays,previous,subscribed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_primary,education_secondary,education_tertiary,poutcome_failure,poutcome_new_customer,poutcome_other,poutcome_success,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,marital_divorced,marital_married,marital_single
-0.7689874093482072,0,-0.16216021481511125,1,0,1,1.4707073502696346,0.22629438553091685,-0.2750952094450467,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.21706473213485697,0,0.10581746732351033,1,1,1,-0.01341319063260277,0.22629438553091685,-0.26244535113076123,-0.5849625007211564,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.3598572027604294,0,0.3005037552601675,1,1,1,-0.6568891812548778,0.22629438553091685,0.22871403187618322,-0.5849625007211564,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.4137040418232576,0,-0.15492808687308315,1,1,1,0.15658092258883513,0.0,0.22519001526810348,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.9656267190366078,0,0.2860032273987912,1,0,1,0.7430738455478758,0.0,0.4393615201446721,-0.5849625007211564,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.33485794507849326,0,0.24744160208873442,1,0,1,0.7073781822128816,0.0,-0.26244535113076123,0.41503749927884365,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.6112952158586786,0,0.5962261907048153,1,1,1,-0.4005984167502606,0.22629438553091685,0.27657088412152286,-0.5849625007211564,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.2560118483337289,0,-0.1573266412297708,1,1,1,0.06461666622306321,0.5113915944693855,0.49765181493256505,0.7369655941662059,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.281011106015665,0,-0.26624625091567555,1,0,1,-0.6991808591297684,0.22629438553091685,-0.24998152690012232,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.5713962353127863,0,1.730584913340807,0,0,1,0.1978772439451865,0.3868528072345415,-0.26874667958691045,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
